id_spatial	Long	Lat	Island	Coral	CCA	Turf	Macro	Other	Grazers	Scrapers	Browsers	Predators	Secondary	Effluent	Sedimentation	New_Development	Habitat_Modification	Invasive_Algae	Fishing_Comm_Total	Fishing_NonComm_Boat_Total	Fishing_NonComm_Shore_Line	Fishing_NonComm_Shore_Net	Fishing_NonComm_Shore_Spear	SST_CLIM_M	SST_STD	CHL_CLIM_M	CHL_ANOM_F	PAR_CLIM_M	PAR_STD	WAV_CLIM_M	WAV_ANOM_F	Complexity	Depth	Regime	Regime1	Regime2	Regime3	Regime5
250	-156,6847079	20,87150334	Maui	3,367003438	0	54,20875419	6,39730637	34,68013468	0	0,050320115	0	0	0,468220129	509,2958374	0,0654986	0,0521159	0	1	0,0408493	0,5141611	0	0	1,8206825	27,49	0,927784	0,101999998	0,098800004	55,50059891	9,300100327	2,663512	0,173024	3,8520829	13,6	1	1	0	0	0
257	-156,6684183	20,9947055	Maui	3,536110292	5,306662663	77,02027764	5,296673654	3,176505841	6,636111042	0,802234345	3,049496557	0,069221929	8,758701111	30968,01758	8,4020882	0,0701333	0	1	0,0408493	0,5252163	16,0479393	5,4284706	2,1342955	26,936	0,893665	0,1285	0,106700003	54,86090088	9,352600098	7,966935158	0,120968997	5,303208235	2	2	0	1	0	0
258	-156,6675174	21,0002128	Maui	15,65934709	5,365339828	35,52753058	5,770446893	36,73188106	5,15426135	2,97140644	5,455527174	0,68850353	22,77686489	24092,52344	4,839464942	0,064461167	0	1	0,0408493	0,526637208	15,54643464	5,4284706	2,122971175	26,668	0,900151	0,1285	0,106700003	54,86090088	9,352600098	9,564455032	0,121179998	8,410576195	3,3528	5	0	0	0	1
259	-156,7034455	20,52248655	Kahoolawe	12	0	85,6	0	2,4	18,21450539	24,74978275	13,25159657	59,62206278	58,26716135	0	0,5962551	0	0	0	0	0	0	0	0	27,575	0,902673	0,076300003	0,03359684	52,36600113	8,673478127	9,973775	0,081349		10,9728	3	0	0	1	0
262	-156,7015055	20,53196655	Kahoolawe	14,4	0,8	84,8	0	0	220,5444034	54,06044023	11,39022366	20,19330573	62,98722747	0	0,1182308	0	0	0	0	0	0	0	0	27,609	0,912466	0,076300003	0,03359684	52,36600113	8,673478127	6,773386002	0,103477001		9,4488	3	0	0	1	0
266	-156,6576122	21,00621145	Maui	6,688888889	3,2	41,69821429	12,3031746	34,50555556	9,411669416	0,003362845	0,587088479	0	8,657865828	14090,51855	12,25923778	0,05664545	0	1	0,0408493	0,51670715	14,54342533	4,07135295	2,11413315	26,668	0,900151	0,180899993	0,0217	54,30630112	9,401499748	14,20891666	0,110642999	5,238542963	5,7912	1	1	0	0	0
268	-156,6677802	20,85577646	Maui	9,924874976	1,046964826	61,9965593	3,542058655	22,46245945	1,994682853	0,913445973	32,52758414	0,187278724	7,444133384	2305,978424	54,73203758	0,074206725	0	1	0,5037156	0,5007988	12,03595448	2,7142353	2,051796	27,49	0,927784	0,098399997	0,079099998	55,27809906	9,440400124	2,606298447	0,164489001	5,367605789	9	2	0	1	0	0
269	-156,6550234	21,00772217	Maui	15,7	6,7	56,1	16,5	4,5	3,933791041	1,943571523	0,2321444	0	8,455509386	13064,85352	18,1685839	0,05377185	0	1	0,0408493	0,513943	16,0479393	2,7142353	2,07009805	26,668	0,900151	0,132100001	0,112599999	54,46630096	9,430800438	14,20891666	0,110642999	12,56807253	6,72084	1	1	0	0	0
270	-156,6925655	20,51595655	Kahoolawe	12	0	76,8	0	11,2	138,2041167	8,437158588	8,255306855	30,45821296	34,36981569	0	0,7428163	0	0	0	0	0	0	0	0	27,609	0,912466	0,07147909	0,23517786	56,06440735	9,144788742	8,02897644	0,110431999		9,7536	3	0	0	1	0
271	-156,6895455	20,54277655	Kahoolawe	16	0,8	80,8	0	2,4	32,98219433	22,90861281	1,515806196	35,6708167	17,37230111	0	0,0524576	0	0	0	0	0	0	0	0	27,609	0,912466	0,076300003	0,03359684	52,36600113	8,673478127	5,974330902	0,056901999		10,0584	3	0	0	1	0
273	-156,651186	21,00928559	Maui	10,71666667	3,004166667	52,9375	23,03333333	9,608333333	4,900245773	0,001778518	0,044711797	0	9,797847805	9096,590088	22,68941975	0,03801625	0	1	0,0408493	0,5102786	0	0	1,86620955	26,632	0,8987355	0,132100001	0,112599999	54,46630096	9,430800438	14,06879568	0,110010501	7,181419513	10,50036	1	1	0	0	0
275	-156,6497564	21,00852402	Maui	1,700000001	1,56666665	56,00000004	16,7	22,90000001	0	0,007248762	0	0	3,750073006	5800,313965	28,56647875	0,04871665	0	1	0,0408493	0,5061134	10,0298834	2,7142353	2,0983622	26,596	0,89732	0,132100001	0,112599999	54,46630096	9,430800438	13,9286747	0,109378003	5,245640031	5,9552	1	1	0	0	0
276	-156,6481701	21,01226237	Maui	6,180602035	2,137792657	64,03210697	19,77056854	4,644481618	0,737831638	0,344789951	0,244919412	0	8,686956373	4852,45752	29,0041895	0,04269545	0	1	0,0408493	0,5081959	5,0149417	0	1,80676995	26,596	0,89732	0,132100001	0,112599999	54,46630096	9,430800438	13,928675	0,109378	8,823402242	11,68108	1	1	0	0	0
277	-156,6837055	20,54922655	Kahoolawe	61,6	1,6	31,2	0	5,6	22,25693011	10,9347747	20,5014009	112,8584081	55,42215502	0	0,0320416	0	0	0	0	0	0	0	0	27,609	0,912466	0,076300003	0,03359684	52,36600113	8,673478127	5,840462208	0,052055001		11,5824	3	0	0	1	0
278	-156,6463302	21,01262276	Maui	6,190123457	5,232098766	59,97407407	18,75185185	9,37345679	2,29963621	0,585732881	0,001629134	0,061775905	16,53688661	4824,163575	34,6134707	0,048957767	0	1	0,0408493	0,505743267	10,0298834	1,8094902	2,026942967	26,596	0,89732	0,132100001	0,112599999	54,46630096	9,430800438	13,9286748	0,109378002	16,96969857	9,05256	2	0	1	0	0
279	-156,6464519	21,01007349	Maui	9	5,8	44	26,4	13,4	6,064655425	0,198471476	0	0,065504523	7,761141479	5644,695801	38,9608803	0,0505843	0	1	0,0408493	0,5025619	10,0298834	5,4284706	2,1342955	26,596	0,89732	0,132100001	0,112599999	54,46630096	9,430800438	13,9286747	0,109378003	14,1140694	2,4384	2	0	1	0	0
280	-156,6850255	20,50917655	Kahoolawe	4	0	84	0	12	23,44906176	8,037610279	2,769389304	26,90276207	12,23416119	0	0,4718057	0	0	0	0	0	0	0	0	27,609	0,912466	0,076303639	0,197628453	55,62475586	8,959917068	6,866401196	0,161643997		10,9728	3	0	0	1	0
281	-156,659169	20,84357643	Maui	11,37123742	0	49,83277594	5,351170533	31,77257527	0,053287416	0,913682613	0	0	2,135890049	84,8826447	5,4506798	0,0442084	0	0	0,5037156	0,4944679	0	0	1,6384181	27,426	0,917845	0,098399997	0,079099998	55,27809906	9,440400124	2,429172	0,165016	4,407098763	13,9	1	1	0	0	0
282	-156,6582464	20,84677312	Maui	6,168831212	0,324675279	75,64935063	1,298701318	14,93506496	1,293126831	0	0,037302381	0	5,485197329	3055,775147	7,0015898	0,0757649	0	0	0,5037156	0,4944981	16,0479393	5,4284706	2,1208162	27,426	0,917845	0,098399997	0,079099998	55,27809906	9,440400124	2,174721956	0,166069999	3,474657162	3,6	1	1	0	0	0
285	-156,6551219	20,84567836	Maui	4,666666695	1,666666698	80,33333332	0	10,99999999	4,262309724	0,086267053	0	0,526632163	3,617188371	3055,775147	7,1315289	0,0820596	0	0	0,5037156	0,4927811	16,0479393	5,4284706	2,1320441	27,426	0,917845	0,098399997	0,079099998	55,27809906	9,440400124	2,174721956	0,166069999	5,341487727	2,1	3	0	0	1	0
286	-156,6413242	21,01613647	Maui	14,1985755	5,469705603	33,91111111	7,853941121	38,1	34,49316378	8,741025817	3,643868383	2,307218542	35,74416646	4482,274943	37,82381818	0,047036067	0	1	0,006808217	0,083897217	0	0	0,30971835	26,596	0,89732	0,132100001	0,112599999	54,46630096	9,430800438	14,89881611	0,10913217	19,15281473	10,14984	5	0	0	0	1
288	-156,6391656	21,01495631	Maui	17,01643389	5,009711981	37,73985935	4,704160526	34,95926511	40,55211515	12,75132384	9,313008867	3,380668397	31,57340596	4795,869141	41,41171359	0,049968344	0	1	0	0	0	0	0	26,596	0,89732	0,132100001	0,112599999	54,46630096	9,430800438	13,9286747	0,109378003	14,14881145	3,3528	5	0	0	0	1
289	-156,6364477	21,02886427	Maui	3,36700334	0,336700304	84,51178461	6,397306377	4,377104352	0,469024138	0	0	0	16,0713255	339,5305786	0,5994691	0,0313363	0	0	0,0408493	0,5078563	0	0	0,2546798	26,596	0,89732	0,132100001	0,112599999	54,46630096	9,430800438	26,03820229	0,111064002	11,29958396	23,2	1	1	0	0	0
293	-156,6560055	20,50525655	Kahoolawe	23,2	13,6	59,2	0	4	5,685445113	32,03796845	3,606235181	80,7542302	116,8592081	0	0,026318	0	0	0	0	0	0	0	0	27,609	0,912466	0,076303639	0,197628453	55,62475586	8,959917068	12,88786221	0,243625		13,1064	3	0	0	1	0
295	-156,6146508	21,02543348	Maui	2,597402539	4,870129898	74,67532477	2,922077919	12,33766234	6,247999162	2,18537706	1,435920577	0,351519447	17,95090576	1301,533814	171,111557	0,049585	0	0	0,0408493	0,4858398	10,0298834	0	1,2772928	26,596	0,89732	0,132100001	0,112599999	54,46630096	9,430800438	26,13451576	0,105796002	16,27866735	14,3	2	0	1	0	0
298	-156,6030554	21,03291584	Maui	4,682274189	4,682274189	81,9397995	6,354515027	1,003344483	16,96311974	9,660399062	12,82602824	0,148949834	47,50954612	551,7371826	1,8106847	0,0456375	0	0	0,0408493	0,4799357	0	0	1,252339	26,596	0,89732	0,1127	0,110699996	55,41960144	9,544300079	37,04801941	0,110854	12,6216031	11,6	2	0	1	0	0
301	-156,6122955	20,80580656	Maui	53,1387128	3,248340682	29,15943411	0,073132222	14,2339559	3,287473618	4,867243957	1,060009554	5,329558198	18,40558884	3352,864258	0,8342291	0,0334626	0	1	0,5037156	0,4725744	0	0	2,0785744	27,36000061	0,946600974	0,086900003	0,092900001	54,44179916	9,263799667	2,15041399	0,159958005	5,17134211	7	5	0	0	0	1
302	-156,6115055	20,80858657	Maui	21,48525913	5,951702489	56,50419428	0,861728153	15,09505938	15,38254217	2,845030219	1,715743456	0	10,92434364	4003,631348	0,9699233	0,0521419	0	1	0,5037156	0,4719253	16,0479393	5,4284706	2,1184947	27,36000061	0,946600974	0,086900003	0,092900001	54,44179916	9,263799667	2,15041399	0,159958005	12,5635316	3	1	1	0	0	0
303	-156,5899874	21,03056466	Maui	12,95686274	10,73529412	50,4	14,2	11,30784314	7,492262361	77,06069814	5,884731825	26,12391882	28,30728656	0	5,5804119	0,035048	0	0	0,0408493	0,4704462	10,0298834	0	1,2655268	26,54	0,856435	0,1127	0,110699996	55,41960144	9,544300079	40,44133759	0,108534999	18,63009237	13,5	2	0	1	0	0
304	-156,6219055	20,58140655	Kahoolawe	60	0,8	23,2	0	16	15,73260376	5,200010604	1,343449127	16,11506008	41,22625557	0	10,6442852	0	0	0	0	0	0	0	0	27,31	0,909767	0,083333634	0,073122531	49,0442276	7,98596096	3,47288394	0,047208		7,62	3	0	0	1	0
306	-156,6009568	20,7962009	Maui	41,17647063	3,114186852	38,40830451	7,266435989	6,574394431	0,801342456	7,494399715	1,744482029	2,746717121	17,04980793	84,8826447	14,4199018	0,0033245	0	0	0,5037156	0,4682865	0	0	0,3319045	27,432	0,964963	0,086900003	0,092900001	54,44179916	9,263799667	1,741392	0,148999	13,64092308	22	5	0	0	0	1
307	-156,5997502	20,80271665	Maui	41,80601999	0,668896354	26,75585287	0	30,76923079	3,999033861	3,590600622	0	0	7,175215334	198,059494	25,3225269	0,0174155	0	0	0,5037156	0,4681976	0	5,4284706	2,0984938	27,43199921	0,964963019	0,086900003	0,092900001	54,44179916	9,263799667	1,523063	0,151528	5,467861882	6,1	3	0	0	1	0
308	-156,5947193	20,79649611	Maui	6,002237131	0	49,39373599	30,19015663	13,07158836	5,12316597	1,522025725	3,124412664	0	8,922012414	84,8826447	41,4600296	0,0119209	0	0	0,5037156	0,4663114	0	0	1,7924954	27,432	0,964963	0,086900003	0,092900001	54,44179916	9,263799667	1,697808	0,147945	2,767679118	13	1	1	0	0	0
310	-156,6159655	20,51483655	Kahoolawe	18,4	30,4	51,2	0	0	39,21631114	8,078840231	3,305442379	20,93100675	70,8166241	0	8,026453	0	0	0	0	0	0	0	0	27,12400055	0,897509992	0,076303639	0,197628453	55,62475586	8,959917068	11,9321804	0,265121013		12,4968	3	0	0	1	0
312	-156,5737104	21,01817811	Maui	2,802331212	13,93152018	74,55075277	5,920349668	0	2,412117755	5,235725095	8,855985253	0,383916034	12,24052281	0	15,4170723	0,0162627	0	0	0,3998432	0,457709	0	3,3927939	1,3188279	26,54	0,856435	0,1127	0,110699996	55,41960144	9,544300079	38,49345779	0,110431999	9,959005931	6	2	0	1	0	0
314	-156,5837486	20,79072985	Maui	44	1,8	17,4	7,4	29,4	2,628814216	6,564047126	0,720291669	4,175283277	7,12496744	226,353714	5,8748281	0,01180315	0	0	0,5037156	0,46266935	0	0	2,01345765	27,432	0,964963	0,086900003	0,092900001	54,44179916	9,263799667	1,643053055	0,144995004	9,357957434	13	5	0	0	0	1
315	-156,5637947	21,01638446	Maui	3,666666696	0,999999999	87,66666661	1,999999998	3,666666696	62,95606169	73,34760296	3,259259108	6,496747122	15,04697088	0	20,4661541	0,0102775	0	0	0,3998432	0,4526803	0	0	0,3697068	26,54	0,856435	0,1127	0,110699996	55,41960144	9,544300079	40,31796646	0,111275002	9,264114976	21,4	2	0	1	0	0
318	-156,5483026	21,00227958	Maui	16,66666667	1,960784314	60,78431373	0	19,60784314	11,95642752	30,84817417	6,02979291	3,848692944	31,75177218	2631,361816	78,8878326	0,0153178	0	0	0,3998432	0,4441862	0	0	1,1424599	26,71	0,858493	0,1127	0,110699996	55,41960144	9,544300079	36,68124771	0,111697003	13,48424514	12,5	3	0	0	1	0
319	-156,5645985	20,78993484	Maui	18,91891895	27,36486486	50,33783785	0	0	2,680799841	0	0	0,580576071	8,628021956	84,8826447	7,0652785	0,0177671	1	0	0,5037156	0,4570032	10,0298834	5,4284706	2,1192813	27,432	0,964963	0,1175	0,067199998	52,22470093	8,683300018	1,424687982	0,143518999	9,61529175	2,1	3	0	0	1	0
320	-156,561204	20,78916085	Maui	57,71812083	4,026845635	37,9194631	0	0	3,764992888	8,197439566	3,125174781	0,221075587	42,40262797	84,8826447	4,0831232	0,0192432	0	0	0,5037156	0,4558191	10,0298834	3,3927939	2,1342955	27,432	0,964963	0,1175	0,067199998	52,22470093	8,683300018	1,424687982	0,143518999	9,660377206	3	3	0	0	1	0
322	-156,5395579	20,99272713	Maui	4,697986556	2,684563737	77,181208	4,362416118	6,711409422	14,75229563	8,907215363	2,821720867	2,874465615	24,1519374	2362,566895	18,1718445	0,0162627	0	0	0,3998432	0,4376794	0	0	1,1914015	26,275	0,846707	0,134000003	0,0889	55,13840103	9,443799973	34,55353546	0,114014998	14,30697153	14	2	0	1	0	0
327	-156,5439455	20,56624655	Kahoolawe	53,6	0	46,4	0	0	10,31340379	12,60363778	1,217560368	25,91970632	57,13280411	0	6,0774093	0	0	0	0	0	0	0	0	27,165	0,895452	0,089865558	0,191699609	50,90880966	8,437793732	9,842241287	0,240885004		14,3256	3	0	0	1	0
329	-156,5387555	20,57616655	Kahoolawe	40,8	12,8	46,4	0	0	19,60125183	35,20244519	4,684457778	69,12573036	53,26957333	0	4,2010617	0	0	0	0	0	0	0	0	27,165	0,895452	0,089865558	0,191699609	50,90880966	8,437793732	8,12135601	0,263013989		10,9728	3	0	0	1	0
333	-156,497622	20,79585834	Maui	1,33779261	0	74,24749169	0	24,4147157	0,112693264	0	0	0	3,656417733	14656,40332	54,5286484	0,0364652	0	0	0,5037156	0,4124269	16,0479393	5,4284706	2,1162717	27,624	0,900755	0,1175	0,067199998	50,99010086	8,615799904	0,905174017	0,161221996	2,754086005	3,6	1	1	0	0	0
334	-156,4981379	20,63372537	Maui	15,46666667	2,133333333	51,33333333	0	30,53333333	11,34525533	13,65633734	3,703222062	16,65175072	32,43333745	0	0	0	0	0	0	0	0	0	0	27,169	0,882624	0,089154288	0,027667984	44,77600098	7,533445835	3,653924	0,199368		3,52044	3	0	0	1	0
339	-156,494939	20,63308687	Maui	20,6	0,7	38,9	0	39,8	12,74265172	14,24995384	4,786861016	22,22283855	28,5812531	0	0	0	0	0	0	0	0	0	0	27,169	0,882624	0,089154288	0,027667984	44,77600098	7,533445835	3,653924	0,199368		5,54736	3	0	0	1	0
341	-156,4781662	20,76039617	Maui	43,28859066	1,677852284	30,53691276	0	21,47651006	5,013071585	0	0	6,171163304	17,76492665	0	0	0	0	0	0,5037156	0,4115922	0	0	1,1669804	27,624	0,900755	0,088129997	0,009881423	50,99010086	8,615799904	1,469103	0,16059	11,793148	19,5	3	0	0	1	0
342	-156,4638631	20,72466278	Maui	55,35714276	16,07142858	26,7857143	0	0	4,989909229	11,31912945	1,316010963	8,895452985	8,522614458	198,059494	0	0,0083968	0	0	0,5037156	0,3911751	0	0	0,3534343	27,669	0,92648	0,088129997	0,009881423	50,99010086	8,615799904	1,529461	0,163119	8,875032094	23	3	0	0	1	0
344	-156,4572005	20,7226958	Maui	57,38831618	4,12371134	36,08247423	0	0	17,35617464	9,661230362	0	9,823793363	21,27629949	3211,393311	0,0005093	0,04503	0	0	0,5037156	0,3860256	0	0	1,6859189	27,669	0,92648	0,088129997	0,009881423	50,99010086	8,615799904	1,032567	0,172181	18,83101854	13,3	3	0	0	1	0
346	-156,4560895	20,70830815	Maui	46,77130803	1,265822808	46,27510545	0,421940954	2,4	4,129117976	8,436345783	0,323461986	4,191732388	8,436556046	2277,684326	0,148769967	0,018205167	0	0	0,5037156	0,376616	0	0	0,737905433	27,669	0,92648	0,088129997	0,009881423	50,99010086	8,615799904	0,886858	0,175342		7,22376	5	0	0	0	1
347	-156,4550366	20,71803923	Maui	73,1543624	1,677852381	24,83221478	0	0	3,15659383	7,064365864	0,58822443	1,616522546	9,546467069	3848,013184	0,4400537	0,0403932	0	0	0,5037156	0,3814044	0	0	1,6011778	27,669	0,92648	0,088129997	0,009881423	50,99010086	8,615799904	1,032567	0,172181	0	14,8	3	0	0	1	0
349	-156,4532321	20,70820148	Maui	61,6	5,6	32	0	0	20,81967205	8,927712407	0	0,486135914	14,54304217	12180,65918	0,4076698	0,0500285	0	1	0,5037156	0,3750066	0	0	1,5165616	27,669	0,92648	0,088129997	0,009881423	50,99010086	8,615799904	0,886857986	0,175341994		4,78536	3	0	0	1	0
353	-156,4504909	20,70452614	Maui	35,35172864	6,035877367	13,92074363	22,77129811	20,79178082	2,851126213	13,81991009	0,683585349	0,906840009	8,310577153	8658,029297	0,38773885	0,09453985	0	0	0,5037156	0,370991975	0	0	1,7968616	27,669	0,92648	0,088129997	0,009881423	48,90610123	8,25498867	1,093016028	0,171338007	18,53584512	12,2	5	0	0	0	1
356	-156,4522048	20,63921504	Maui	20,20946371	0,905152463	32,88412201	5,115457389	40,46519454	1,768983622	0,04423905	1,431889882	0	9,382764687	5941,784912	0	0,1304526	0	0	0,5037156	0,316545025	0,4011202	2,7142353	1,91886145	27,169	0,882624	0,089154288	0,027667984	44,77600098	7,533445835	2,307451023	0,187460498	7,864852565	3,62712	1	1	0	0	0
362	-156,4473299	20,64284184	Maui	48,8	0	43,2	0	8	1,960811459	1,743592523	0	0,812735684	4,164420469	5672,989746	0	0,1252628	0	0	0,5037156	0,3186294	10,0298834	5,4284706	2,0968001	27,16900063	0,882623971	0,089154288	0,027667984	44,77600098	7,533445835	2,185935974	0,176817998	6,340489165	1,61544	3	0	0	1	0
366	-156,4476188	20,61943603	Maui	0,335570436	0	82,75232947	0	16,09109273	12,11710073	0,104235857	0	0	1,654958313	1924,006592	0	0,0291953	0	0	0,0606234	0,29119205	0	0	1,5881711	27,16900063	0,882623971	0,089865558	0,191699609	50,90880966	8,437793732	3,148409	0,178504	3,635169039	15,5	1	1	0	0	0
368	-156,4433484	20,62447515	Maui	17,11409397	10,73825507	70,80536912	0	0	15,02370664	0	0	0	6,002424653	2786,979981	0	0,1300064	0	1	0,0606234	0,2950462	16,0479393	5,4284706	2,1285241	27,16900063	0,882623971	0,089865558	0,191699609	50,90880966	8,437793732	2,992819071	0,181665003	5,532738902	4,5	3	0	0	1	0
371	-156,4257943	20,58782838	Maui	10,81081075	10,81081085	57,4324324	5,067567571	12,16216217	1,110874246	10,7592769	1,335680004	50,40394336	22,1625541	0	0	0,0000148	0	0	0,0606234	0,2431505	0	0	0,2467358	27,064	0,858849	0,089865558	0,191699609	50,90880966	8,437793732	5,658923	0,181243	13,81727983	26	2	0	1	0	0
374	-156,2921909	20,9442871	Maui	0	2,732830776	69,84462621	14,94437807	10,43026571	11,4045178	0,12409419	3,706371262	0	10,19766655	226,353714	5,7544694	0,1606662	0	0	0,0134203	0,3479859	0	0	1,2221779	26,53499985	0,879887998	0,0999	0,077100001	53,2745018	9,287500381	67,90650177	0,079241	3,175518028	14	1	1	0	0	0
376	-156,2538923	20,93480864	Maui	1,666666698	0	90,33333322	4,666666693	0,999999999	0,833539726	1,084239138	15,94966949	0	8,000332019	11331,83301	15,774745	0,0496088	0	0	0,0134203	0,31532285	5,0149417	3,3927939	1,32753815	26,71899986	0,872717977	0,0999	0,077100001	53,2745018	9,287500381	57,44007874	0,082402997			1	1	0	0	0
378	-156,2357068	20,93329051	Maui	0,335570487	1,00671141	79,19463084	15,77181211	3,355704665	38,84821608	0,208535787	12,80515007	1,495057943	13,37044201	5453,709717	2,5691984	0,01807605	0	0	0,0134203	0,29978075	0	0	0,63237645	26,719	0,872718	0,0999	0,077100001	53,2745018	9,287500381	53,37121982	0,087881999	22,0509889	15	2	0	1	0	0
379	-156,2319286	20,92913648	Maui	4,454609444	11,2995543	61,68895145	18,11634996	0	8,792295039	0	19,00325869	1,784452632	11,46169296	5446,636231	2,0743623	0,019775	0	0	0,0134203	0,2954811	0,4011202	0	0,5153745	26,719	0,872718	0,118000001	0,055300001	52,49240112	9,408800125	56,85333633	0,085142002	11,52091116	5	2	0	1	0	0
381	-156,2112552	20,90330396	Maui	1,703168719	4,799627245	57,59086669	29,07269338	4,792637445	3,753773968	0,91324297	1,654432431	0,635008873	7,406716564	9605,885742	11,0473976	0,0111561	0	0	0,0134203	0,2637058	0	3,3927939	1,3272033	26,719	0,872718	0,118000001	0,055300001	52,49240112	9,408800125	42,46094131	0,096312001	13,12199677	6	2	0	1	0	0
382	-156,2005672	20,90017474	Maui	3,70370364	2,69360273	80,13468018	0,673400708	3,367003337	10,60822995	4,352356909	2,481706468	13,67286353	37,96769657	735,6495361	15,6051769	0,0087807	0	0	0,0134203	0,2579487	0	0	0,4569654	26,627	0,862428	0,118000001	0,055300001	52,49240112	9,408800125	40,00311661	0,098209001	11,00275768	22,6	2	0	1	0	0
383	-156,187302	20,88769692	Maui	1,999999998	2,666666697	90,66666661	1,333333299	1,999999998	17,67242377	29,71925628	9,230070527	1,692188956	33,86450726	0	6,2035904	0,009074	0	0	0,0134203	0,2407757	0	0	0	26,627	0,862428	0,118000001	0,055300001	52,49240112	9,408800125	35,659611	0,102845	13,21317058	21,5	2	0	1	0	0
384	-156,183623	20,88337682	Maui	5,704698017	9,060402678	70,13422817	13,75838929	0	145,7948464	38,41179559	188,7945445	0	22,41862932	0	11,565671	0,0082591	0	0	0,0134203	0,2360845	0	0	0	26,627	0,862428	0,118000001	0,055300001	52,49240112	9,408800125	35,65961075	0,102844998	12,80079242	7,9	2	0	1	0	0
385	-156,1786508	20,88051691	Maui	5,953161891	4,37767868	74,17453861	11,81393773	1,013513513	22,9810887	9,591729317	3,904951501	3,326351579	24,66512537	84,8826447	16,5793076	0,0044166	0	0	0,0134203	0,2306651	0	0	0	26,627	0,862428	0,118000001	0,055300001	52,49240112	9,408800125	35,26657867	0,101581	12,121248	15	2	0	1	0	0
388	-156,1513721	20,86313334	Maui	10,6	1,6	66,8	17,2	3,6	28,24747188	0,130982118	4,991670257	0,662724019	4,721691117	1938,153687	18,6755886	0,0006386	0	0	0,0134203	0,2016001	0	0	1,9337134	26,627	0,862428	0,0964	0,075099997	51,5766983	9,090000153	28,76560974	0,097787	7,809015172	12	2	0	1	0	0
389	-156,1487756	20,86595888	Maui	3,472222161	2,777777789	89,93055556	1,388888944	1,73611108	11,3517561	0,131082725	0	0	5,439057384	1853,270996	11,7542639	0,0006873	0	0	0,0134203	0,2005609	16,0479393	0	1,6516334	26,428	0,863339	0,0964	0,075099997	51,5766983	9,090000153	42,68212128	0,096523002	17,71525389	10,6	1	1	0	0	0
390	-156,1277226	20,85596228	Maui	1,677852381	1,006711409	86,57718115	10,40268462	0,335570436	1,947629482	10,28683404	3,6792304	7,715142901	45,82814112	1244,945435	2,0725715	0,0009007	0	0	0,0134203	0,1798202	0,4011202	0	1,9520475	26,428	0,863339	0,0964	0,075099997	51,5766983	9,090000153	48,38434982	0,092096999	6,315059142	10,6	2	0	1	0	0
391	-156,1416855	20,61999656	Maui	15,88235294	0	61,29411765	0	22,82352941	6,913390202	7,683374064	5,173836251	0,662380469	19,07466775	113,176857	0	0,0013458	0	0	0,0607857	0,0334666	0,4011202	0	0,4453883	27,026	0,865241	0,0704	0,122500002	54,37440109	9,176199913	8,554966927	0,290832013	21,12927776	10	3	0	0	1	0
392	-156,1151627	20,83168611	Maui	4,761904791	8,84353744	68,36734687	17,00680274	0	14,57534371	0	3,42400143	0,503833517	9,810008867	155,6181793	16,7030239	0,0027669	0	0	0,0134203	0,1568823	0	0,1353292	1,3080869	26,18	0,858528	0,095700003	0,079099998	50,65940094	9,09869957	31,61050606	0,098630004	10,67758316	5,5	2	0	1	0	0
393	-156,0968742	20,83184076	Maui	1,000000002	1,000000002	90,66666678	0,666666602	6,000000012	35,82852374	0	0	0	10,54191698	1018,591675	2,0314791	0,0020416	0	0	0,0134203	0,1480801	0	0	0,1945507	26,332	0,866411	0,095700003	0,079099998	50,65940094	9,09869957	33,578644	0,106006	5,034411586	25,6	1	1	0	0	0
394	-156,0862922	20,82983103	Maui	2,341137095	2,341137094	88,62876266	1,672240739	5,016722416	34,39341043	0	8,304685883	2,990115886	15,64075915	2122,066162	1,1207392	0,0041044	0	0	0,0134203	0,140089	10,0298834	0	0,2898702	26,332	0,866411	0,095700003	0,079099998	50,65940094	9,09869957	37,16524506	0,104110003	35,86820865	20,5	2	0	1	0	0
395	-156,05648	20,81258736	Maui	3,01003335	1,003344483	90,3010035	0,668896256	4,013377933	38,60938263	0	0	0	10,8378395	1131,768555	0,3121918	0,0157529	0	0	0,0134203	0,1156801	0	0	0,8036563	26,332	0,866411	0,095700003	0,079099998	50,65940094	9,09869957	31,23379135	0,111697003	9,773265406	23,3	1	1	0	0	0
408	-156,0159722	20,7984978	Maui	0,337837804	13,51351349	57,77027031	16,21621623	0	10,75140242	122,266636	41,149089	2,970532595	18,68018853	3437,74707	0	0,0197148	0	0	0,0134203	0,0891315	10,0298834	3,3927939	2,1280751	26,776	0,914785	0,092299998	0,077100001	51,3125	9,149200439	45,43340683	0,095046997	14,32831346	5	2	0	1	0	0
414	-155,9928328	20,78279321	Maui	10,06711409	10,73825506	69,79865764	8,724832242	0	39,55402355	113,9269064	11,75638958	0	17,49368008	9294,649414	0	0,0106151	0	0	0,0134203	0,0743139	0,6015238	5,4284706	2,1264188	26,543	0,926162	0,090899996	0,045499999	51,57659912	9,319299698	37,34745407	0,110854	24,22550117	7,5	2	0	1	0	0
